AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Label
6.081375,-7.976812,1.077757,0.908987,0.718312,4.875404,R1
6.539955,-11.270081,0.875619,0.955778,0.392886,4.312365,R1
6.998534,-14.56335,0.67348,1.002569,0.067459,3.749326,R1
7.457114,-17.856619,0.471341,1.04936,-0.257968,3.186287,R1
7.915694,-21.149887,0.269202,1.096151,-0.583394,2.623248,R1
7.897394,-17.92664,-0.606788,0.773232,-0.526694,1.622805,R1
3.148499,-4.703598,-0.912924,0.314226,1.104357,4.149177,R1
2.249218,-5.619858,-1.65856,0.728903,0.955991,4.111094,R1
2.505144,-6.56646,-2.158821,0.718077,0.694925,3.235694,R1
2.76107,-7.513062,-2.659081,0.707251,0.433859,2.360295,R1
3.016996,-8.459665,-3.159342,0.696424,0.172793,1.484896,R1
3.272922,-9.406267,-3.659603,0.685598,-0.088274,0.609497,R1
5.258866,-5.462911,0.083672,-0.189851,1.112132,4.498344,R1
3.769084,-7.645079,2.394977,0.332611,0.694181,4.500003,R1
2.279302,-9.827247,4.706282,0.855072,0.276231,4.501662,R1
2.725533,-9.781687,2.331103,1.152626,-0.01432,3.480577,R1
3.171763,-9.736128,-0.044076,1.45018,-0.30487,2.459492,R1
3.617994,-9.690568,-2.419255,1.747735,-0.59542,1.438408,R1
8.84683,-7.726004,-0.299903,-0.141224,1.049299,4.139446,R1
6.018948,-8.362786,1.864706,0.400183,0.590367,4.093163,R1
5.909315,-10.583581,0.969825,0.752316,0.347319,3.413806,R1
5.799682,-12.804375,0.074945,1.104449,0.104271,2.734449,R1
5.690049,-15.025169,-0.819936,1.456582,-0.138777,2.055092,R1
5.580416,-17.245964,-1.714817,1.808715,-0.381825,1.375735,R1
5.931955,-6.337564,-4.41786,-0.557931,2.059581,3.773836,R1
5.763881,-8.699824,-2.08034,-0.0311,1.183649,3.449142,R1
5.595806,-11.062083,0.25718,0.495731,0.307716,3.124449,R1
5.427732,-13.424343,2.594701,1.022561,-0.568216,2.799755,R1
5.579734,-10.846862,0.555748,1.034364,-0.818889,2.006013,R1
5.731736,-8.269381,-1.483204,1.046167,-1.069561,1.21227,R1
10.380748,-3.399861,-5.740719,-0.129795,2.169866,4.55329,R1
6.722891,-5.394329,-3.850977,0.396658,1.608346,4.393121,R1
3.065034,-7.388797,-1.961236,0.923112,1.046825,4.232952,R1
-0.592823,-9.383265,-0.071494,1.449565,0.485304,4.072783,R1
0.519624,-8.748484,-1.098367,1.497913,0.116348,3.208203,R1
1.63207,-8.113702,-2.125239,1.546262,-0.252608,2.343622,R1
7.752559,-6.378899,-4.666124,-0.239651,1.865976,3.926108,R1
5.729835,-7.233716,-1.547818,0.380701,1.400227,3.8992,R1
3.707111,-8.088532,1.570487,1.001054,0.934477,3.872293,R1
3.380179,-8.986659,0.417683,1.235862,0.554857,3.185689,R1
3.053247,-9.884785,-0.735121,1.470671,0.175236,2.499086,R1
2.726316,-10.782911,-1.887924,1.70548,-0.204384,1.812483,R1
1.73274,-8.593538,3.118678,1.127476,0.373142,4.169678,R1
-0.942876,-10.503604,4.851358,1.551189,-0.370332,4.127082,R1
0.144158,-10.312264,2.944163,1.6337,-0.475705,3.148446,R1
1.231191,-10.120926,1.036968,1.71621,-0.581079,2.16981,R1
2.318225,-9.929586,-0.870227,1.79872,-0.686452,1.191173,R1
3.405258,-9.738247,-2.777422,1.881231,-0.791826,0.212537,R1
2.819759,-8.15467,2.80786,0.11691,0.706406,3.464655,R1
1.000247,-9.125065,3.856927,0.375597,0.341537,3.081963,R1
3.437315,-8.889029,0.406458,0.661702,-0.049267,2.124792,R1
5.874383,-8.652991,-3.044012,0.947807,-0.440071,1.167621,R1
8.311452,-8.416954,-6.494482,1.233912,-0.830874,0.21045,R1
10.74852,-8.180918,-9.944952,1.520017,-1.221678,-0.746721,R1
6.825612,-5.957018,2.328574,-0.049585,0.92138,4.041689,R1
3.905981,-8.149242,4.875126,0.387205,0.492696,3.732013,R1
5.183846,-9.969391,3.494426,0.83697,0.154635,3.179733,R1
6.46171,-11.78954,2.113727,1.286735,-0.183427,2.627453,R1
7.739574,-13.60969,0.733028,1.736501,-0.521488,2.075173,R1
9.017439,-15.429838,-0.647672,2.186266,-0.859549,1.522893,R1
4.950387,-9.532876,-5.068625,0.33404,1.141948,4.212624,R1
1.963001,-11.306334,-3.299632,1.015719,0.202363,4.089693,R1
-1.024385,-13.079792,-1.530639,1.697398,-0.737221,3.966762,R1
0.555593,-11.803796,-2.486073,1.917493,-0.733776,3.089978,R1
2.135571,-10.5278,-3.441506,2.137587,-0.730331,2.213194,R1
3.715549,-9.251803,-4.396939,2.357682,-0.726885,1.33641,R1
8.133226,-4.51528,2.263786,-0.036768,2.221568,4.294481,R1
5.117604,-5.032433,6.175859,0.29025,1.959998,4.111172,R1
4.652053,-6.944319,4.888111,0.666295,1.385669,3.50812,R1
4.186502,-8.856205,3.600363,1.042341,0.811339,2.905067,R1
3.72095,-10.768091,2.312614,1.418386,0.23701,2.302014,R1
3.255399,-12.679977,1.024866,1.794431,-0.33732,1.698961,R1
7.527688,-5.90238,0.239725,0.023862,1.641686,3.91301,R1
4.429183,-8.164083,1.986908,0.467172,1.44353,3.629301,R1
4.80252,-10.168029,1.845384,0.729527,0.858967,3.210764,R1
5.175857,-12.171976,1.70386,0.991882,0.274405,2.792228,R1
5.549193,-14.175922,1.562336,1.254236,-0.310158,2.373692,R1
5.92253,-16.179869,1.420811,1.516591,-0.894721,1.955155,R1
12.171618,-4.296597,-1.904622,0.371576,1.529507,4.801071,R1
9.204617,-5.841244,1.104863,0.932835,1.06694,4.702599,R1
6.237617,-7.385891,4.114347,1.494094,0.604372,4.604125,R1
4.59573,-7.776302,3.605368,1.489242,0.278141,3.986554,R1
2.953844,-8.166714,3.096389,1.48439,-0.04809,3.368983,R1
1.311958,-8.557125,2.58741,1.479538,-0.374321,2.751412,R1
6.086174,-4.790539,-1.516979,0.433335,1.891437,4.262061,R1
3.274652,-6.205151,-1.11112,0.707681,1.316582,4.02668,R1
0.463131,-7.619762,-0.70526,0.982027,0.741727,3.791301,R1
-2.34839,-9.034374,-0.2994,1.256373,0.166872,3.555921,R1
-0.859374,-7.763104,-1.879384,1.36106,-0.156305,2.575725,R1
0.629642,-6.491835,-3.459368,1.465747,-0.479481,1.595528,R1
5.009421,-5.861949,-3.541684,1.423077,1.614685,3.745041,R1
2.35989,-7.369155,-1.23999,1.781211,1.009006,3.481108,R1
-0.289642,-8.876361,1.061704,2.139345,0.403327,3.217176,R1
0.412936,-8.238397,-0.052436,1.966106,0.011002,2.401052,R1
1.115515,-7.600432,-1.166576,1.792867,-0.381323,1.584929,R1
1.818094,-6.962468,-2.280715,1.619628,-0.773648,0.768805,R1
5.526608,-4.469323,-1.772609,-0.18733,1.796282,4.043107,R1
3.672801,-6.19453,-1.387613,0.357966,1.092898,3.844328,R1
1.818994,-7.919738,-1.002618,0.903262,0.389514,3.64555,R1
-0.034813,-9.644945,-0.617622,1.448558,-0.31387,3.446772,R1
1.090391,-8.888941,-2.314737,1.58406,-0.376562,2.656801,R1
2.215595,-8.132936,-4.011852,1.719562,-0.439253,1.866831,R1
5.816666,-4.426981,-6.924593,-1.25861,3.434359,3.942471,R1
3.472392,-6.233435,-5.664108,-0.661139,2.636522,3.828399,R1
1.128119,-8.039888,-4.403623,-0.063669,1.838685,3.714327,R1
-1.216155,-9.846343,-3.143137,0.533801,1.040848,3.600255,R1
-3.560429,-11.652797,-1.882652,1.131271,0.24301,3.486184,R1
-1.508839,-9.71989,-2.553279,1.154858,-0.18202,2.583228,R1
6.422842,-5.648659,-6.79257,-0.066733,2.364304,3.990336,R1
5.186121,-7.921721,-5.032918,0.393293,1.673687,3.813597,R1
3.9494,-10.194782,-3.273265,0.85332,0.983071,3.636857,R1
2.712679,-12.467844,-1.513613,1.313346,0.292455,3.460118,R1
3.13766,-10.793447,-1.935784,1.382037,-0.05052,2.709688,R1
3.56264,-9.119051,-2.357955,1.450729,-0.393495,1.959259,R1
4.896129,-6.204809,-2.143266,-0.497476,2.083678,4.055844,R1
7.053679,-7.418514,-1.414608,-0.130214,1.342158,3.581707,R1
9.21123,-8.632219,-0.68595,0.237047,0.600638,3.107571,R1
11.368781,-9.845924,0.042708,0.604309,-0.140883,2.633435,R1
13.526332,-11.059629,0.771367,0.971571,-0.882403,2.159298,R1
11.910867,-8.477913,-0.729776,1.158679,-0.851068,1.565946,R1
4.763795,-6.072116,7.390696,0.809766,0.803954,3.940816,R1
5.480435,-7.596229,6.036695,0.986922,0.543526,3.484981,R1
6.197075,-9.12034,4.682694,1.164078,0.283098,3.029146,R1
6.913715,-10.644453,3.328693,1.341234,0.02267,2.573311,R1
7.630355,-12.168565,1.974692,1.51839,-0.237758,2.117476,R1
7.80481,-9.686851,0.345025,1.477731,-0.410122,1.448346,R1
3.110603,-7.380964,-0.989556,0.102902,1.045011,3.987665,R1
1.154153,-9.432405,-0.375369,0.709013,0.450886,3.873715,R1
-0.802298,-11.483845,0.238818,1.315124,-0.143239,3.759765,R1
0.434259,-10.144917,-1.169644,1.367805,-0.386005,2.860487,R1
1.670816,-8.80599,-2.578106,1.420485,-0.62877,1.961209,R1
2.907373,-7.467064,-3.986568,1.473167,-0.871535,1.061931,R1
6.335395,-5.203914,-5.028511,0.168666,2.00974,3.844548,R1
5.555049,-7.493872,-3.473574,0.474687,1.296723,3.597905,R1
4.774703,-9.78383,-1.918637,0.780708,0.583705,3.351263,R1
3.994357,-12.073788,-0.363701,1.086729,-0.129313,3.10462,R1
4.314637,-10.510228,-1.357798,1.08912,-0.410983,2.318925,R1
4.634917,-8.946668,-2.351894,1.091511,-0.692654,1.533231,R1
5.189651,-4.379874,6.872613,-0.432891,1.680236,4.187126,R1
4.893239,-6.903433,6.410814,-0.228249,1.023229,3.780769,R1
4.596828,-9.426991,5.949016,-0.023608,0.366223,3.374413,R1
4.300415,-11.95055,5.487217,0.181034,-0.290783,2.968056,R1
4.004003,-14.474109,5.025418,0.385676,-0.947789,2.5617,R1
4.923874,-11.682819,2.42678,0.31612,-1.283091,1.657092,R1
6.812376,-5.499372,-6.196586,0.093464,2.426031,4.113205,R1
4.890773,-7.219626,-4.266329,0.500916,1.665244,4.074119,R1
2.96917,-8.939881,-2.336073,0.908368,0.904456,4.035032,R1
1.047567,-10.660135,-0.405816,1.315819,0.143669,3.995945,R1
1.335131,-10.247534,-0.76259,1.317232,-0.123849,3.116325,R1
1.622696,-9.834932,-1.119364,1.318645,-0.391366,2.236704,R1
6.654491,-6.374732,-1.093118,-0.465525,2.314161,3.57611,R1
6.647742,-8.645394,0.629739,0.199519,1.478856,3.188129,R1
6.640993,-10.916056,2.352596,0.864562,0.643551,2.800149,R1
6.634244,-13.186718,4.075453,1.529606,-0.191754,2.412168,R1
7.070366,-10.338408,1.741454,1.503477,-0.566858,1.660227,R1
7.506487,-7.490097,-0.592546,1.477349,-0.941962,0.908286,R1
7.431369,-4.858139,-6.75928,-0.637706,3.256282,4.187948,R1
5.586472,-6.317022,-4.625873,-0.166696,2.299027,3.992512,R1
3.741575,-7.775905,-2.492465,0.304314,1.341771,3.797075,R1
1.896677,-9.234787,-0.359058,0.775325,0.384515,3.601639,R1
0.05178,-10.69367,1.774349,1.246335,-0.57274,3.406202,R1
1.43694,-8.787582,0.004233,1.388663,-0.687608,2.562414,R1
2.293673,-6.741413,-1.472536,0.178683,1.417638,3.64252,R1
0.209076,-8.747369,-0.511788,0.657309,0.697594,3.442797,R1
-1.875521,-10.753325,0.448961,1.135935,-0.02245,3.243074,R1
0.548236,-10.120696,-1.91408,1.365689,-0.24784,2.422387,R1
2.971992,-9.488068,-4.27712,1.595443,-0.473229,1.6017,R1
5.395748,-8.855438,-6.640161,1.825197,-0.698619,0.781013,R1
6.587843,-7.152827,3.306593,0.604429,0.831967,3.759831,R1
3.682873,-8.835922,5.723458,1.043651,0.461153,3.497717,R1
5.551935,-10.099023,3.626664,1.266208,0.145502,3.001916,R1
7.420998,-11.362123,1.52987,1.488764,-0.17015,2.506116,R1
9.29006,-12.625223,-0.566925,1.711321,-0.485802,2.010315,R1
11.159122,-13.888324,-2.663719,1.933877,-0.801453,1.514515,R1
5.888526,-5.614012,5.26063,-0.475031,1.973578,4.057858,R1
5.219398,-7.296669,4.844909,-0.117626,1.224773,3.782914,R1
4.550271,-8.979327,4.429189,0.239779,0.475968,3.50797,R1
3.881144,-10.661985,4.013468,0.597184,-0.272838,3.233026,R1
3.212016,-12.344643,3.597748,0.954588,-1.021643,2.958082,R1
4.209187,-9.690755,1.473112,1.041414,-1.256462,2.052654,R1
4.923406,-6.965439,-2.97855,-0.670143,2.28132,3.490867,R1
6.009547,-10.0481,-1.226869,-0.142161,1.276776,3.106447,R1
7.095688,-13.130759,0.524813,0.385822,0.272232,2.722028,R1
8.181828,-16.213419,2.276494,0.913805,-0.732312,2.337608,R1
8.494611,-12.913271,0.383949,0.913201,-1.073494,1.571817,R1
8.807392,-9.613122,-1.508597,0.912597,-1.414675,0.806025,R1
2.192099,-6.506812,-2.218632,0.741896,1.171797,4.126064,R1
0.22636,-9.420938,-1.015756,1.304381,0.994601,4.063011,R1
-1.739378,-12.335063,0.187121,1.866866,0.817405,3.999959,R1
-0.431417,-10.993636,-1.115267,1.771246,0.482228,3.075228,R1
0.876543,-9.652209,-2.417654,1.675625,0.147051,2.150497,R1
2.184504,-8.310782,-3.720042,1.580005,-0.188126,1.225766,R1
7.357027,-4.759412,2.720866,0.93194,1.267562,4.403485,R1
7.148564,-7.311148,2.527655,1.010605,0.882512,4.023507,R1
6.940102,-9.862885,2.334444,1.089269,0.497463,3.643529,R1
6.731639,-12.41462,2.141232,1.167933,0.112414,3.263551,R1
6.523177,-14.966356,1.948021,1.246598,-0.272635,2.883573,R1
5.866183,-12.300024,0.262662,1.159295,-0.502342,2.120816,R1
6.128532,-7.394785,3.856833,0.353556,0.882627,3.490937,R1
6.437832,-8.878957,3.358636,0.629303,0.287603,3.226755,R1
6.747132,-10.363128,2.860439,0.90505,-0.307421,2.962573,R1
7.056432,-11.8473,2.362242,1.180797,-0.902445,2.698391,R1
7.124719,-9.227379,0.46925,1.265117,-1.027599,1.909377,R1
7.193006,-6.607458,-1.423741,1.349438,-1.152752,1.120363,R1
-0.156668,-11.645148,-0.346312,-0.250412,1.40464,2.221775,R1
-3.377096,-14.197334,0.497811,0.230549,1.0878,1.477622,R1
-0.030495,-13.35297,-0.864907,0.112517,0.242406,0.847321,R1
3.316107,-12.508605,-2.227625,-0.005516,-0.602988,0.21702,R1
6.662708,-11.66424,-3.590343,-0.123549,-1.448382,-0.413281,R1
10.00931,-10.819876,-4.953061,-0.241582,-2.293777,-1.043581,R1
4.972088,-4.461643,4.012164,-0.096361,1.700985,4.103889,R1
5.568096,-5.941699,3.961453,0.096072,1.226022,3.713918,R1
6.164104,-7.421755,3.910742,0.288505,0.75106,3.323947,R1
6.760113,-8.901811,3.860031,0.480938,0.276098,2.933976,R1
7.356122,-10.381866,3.80932,0.673371,-0.198865,2.544004,R1
7.022068,-8.412012,1.970678,0.59391,-0.47994,1.689745,R1
4.131714,-6.691798,2.55006,-0.760038,2.385313,3.561961,R1
5.576363,-8.607496,2.081172,-0.165756,1.468651,3.063947,R1
7.021011,-10.523195,1.612283,0.428525,0.551989,2.565934,R1
8.46566,-12.438893,1.143394,1.022806,-0.364673,2.06792,R1
9.910309,-14.354591,0.674505,1.617087,-1.281336,1.569907,R1
9.616102,-11.199619,-0.74098,1.784322,-1.379489,1.032654,R1
3.106531,-10.09743,6.917898,0.726176,0.47849,3.468957,R1
3.665861,-10.391321,4.270713,0.915422,0.161949,2.71584,R1
4.225191,-10.685213,1.623528,1.104667,-0.154591,1.962723,R1
4.784521,-10.979104,-1.023657,1.293913,-0.471132,1.209606,R1
5.343851,-11.272995,-3.670842,1.483158,-0.787672,0.456489,R1
6.477974,-8.965028,-4.112133,1.408253,-0.980376,0.059503,R1
3.874175,-6.006706,-2.046204,0.255553,1.786002,3.734056,R1
1.870456,-7.375082,-1.542062,0.610916,1.317444,3.461502,R1
-0.133262,-8.743457,-1.037919,0.96628,0.848886,3.188949,R1
1.17292,-8.278435,-2.180837,0.950427,0.581692,2.359913,R1
2.479101,-7.813414,-3.323755,0.934573,0.314498,1.530877,R1
3.785283,-7.348392,-4.466673,0.91872,0.047304,0.701841,R1
4.636553,-2.573686,-1.206604,-0.068801,-0.147397,-0.596614,R3
3.957303,-1.554777,-0.924244,0.03161,-0.150889,-0.942601,R3
3.278054,-0.535867,-0.641884,0.132021,-0.154382,-1.288589,R3
2.987189,-0.593723,-1.293408,0.240434,-0.236198,-1.396317,R3
2.696324,-0.651578,-1.944932,0.348846,-0.318014,-1.504045,R3
2.405459,-0.709434,-2.596456,0.457259,-0.399831,-1.611773,R3
3.008217,-0.449012,-0.385252,-0.704896,2.352458,4.30021,R1
2.26948,-1.514375,0.560688,-0.256395,1.951327,4.182387,R1
1.530742,-2.579738,1.506629,0.192107,1.550196,4.064563,R1
0.792005,-3.645101,2.452569,0.640608,1.149065,3.94674,R1
0.053268,-4.710464,3.39851,1.08911,0.747934,3.828917,R1
1.023649,-5.039307,1.599718,0.930375,0.443584,2.821777,R1
5.270067,-2.667611,-3.897329,-0.308452,2.980528,3.8706,R1
4.390666,-3.668057,-2.448137,0.223388,2.281827,3.960626,R1
3.511264,-4.668503,-0.998945,0.755227,1.583127,4.050652,R1
2.631862,-5.668949,0.450247,1.287067,0.884426,4.140677,R1
1.75246,-6.669394,1.899439,1.818907,0.185725,4.230703,R1
1.814012,-6.863746,1.494227,1.864087,-0.07739,3.586611,R1
4.566367,-4.884173,2.472429,0.708529,1.404037,4.531342,R1
3.569567,-7.153987,3.231777,1.361284,0.746315,4.551584,R1
2.572767,-9.423801,3.991124,2.014039,0.088593,4.571827,R1
1.575967,-11.693615,4.750472,2.666793,-0.569129,4.59207,R1
2.708966,-10.00309,2.464877,2.372209,-0.742788,3.369649,R1
3.841965,-8.312564,0.179282,2.077626,-0.916448,2.147228,R1
3.820539,-6.855702,1.019721,1.135105,0.708472,3.891478,R1
3.813753,-9.083954,1.269528,1.25695,0.513053,3.329593,R1
3.806968,-11.312206,1.519335,1.378795,0.317634,2.767707,R1
3.800183,-13.540458,1.769143,1.50064,0.122215,2.205821,R1
3.793397,-15.768709,2.01895,1.622485,-0.073204,1.643935,R1
5.029441,-12.789583,0.830175,1.367199,-0.244764,0.906706,R1
5.641445,-4.841929,-1.362058,1.520516,1.265851,3.942343,R1
4.708565,-6.204635,0.077579,2.03068,0.790256,3.780344,R1
4.771651,-7.365154,-0.299352,1.921622,0.553571,3.064166,R1
4.834737,-8.525674,-0.676283,1.812563,0.316886,2.347988,R1
4.897823,-9.686193,-1.053214,1.703505,0.080201,1.63181,R1
4.960909,-10.846713,-1.430145,1.594447,-0.156484,0.915632,R1
6.973376,-4.548495,4.676036,0.77941,1.079982,4.267043,R1
6.68646,-7.519782,3.532858,1.013887,0.716956,3.68368,R1
6.399542,-10.49107,2.389679,1.248363,0.35393,3.100317,R1
6.112625,-13.462357,1.246501,1.48284,-0.009095,2.516955,R1
5.825708,-16.433643,0.103323,1.717317,-0.372121,1.933592,R1
6.224321,-13.280666,-1.267467,1.585876,-0.634858,1.292609,R1
10.391163,-2.994603,-1.6719,0.838122,1.38149,4.422267,R1
8.97658,-5.248038,0.527418,1.160982,0.996009,4.325293,R1
7.561997,-7.501474,2.726736,1.483842,0.610529,4.228319,R1
7.139695,-9.373905,1.360954,1.423598,0.325141,3.316579,R1
6.717393,-11.246335,-0.004828,1.363355,0.039754,2.40484,R1
6.295091,-13.118765,-1.37061,1.303112,-0.245634,1.4931,R1
4.571573,-7.290832,-1.269731,0.376661,0.933922,3.573824,R1
3.977131,-8.895508,0.326016,0.66927,0.123983,3.241832,R1
3.382689,-10.500185,1.921763,0.961879,-0.685956,2.909841,R1
3.941466,-8.897373,-0.155357,1.093996,-0.802217,2.090701,R1
4.500243,-7.294562,-2.232477,1.226112,-0.918478,1.271561,R1
5.05902,-5.691751,-4.309597,1.358228,-1.03474,0.452422,R1
2.9238,-7.120302,-2.15001,-0.128597,1.820557,4.0463,R1
0.953597,-9.099406,-1.122413,0.469463,1.041708,3.927863,R1
-1.016607,-11.07851,-0.094816,1.067523,0.26286,3.809426,R1
0.355803,-9.600769,-0.979759,1.156922,-0.160852,2.821476,R1
1.728214,-8.123029,-1.864701,1.246321,-0.584564,1.833526,R1
3.100625,-6.645288,-2.749644,1.335721,-1.008276,0.845576,R1
6.10972,-6.902365,2.575804,0.392408,1.52791,3.681162,R1
4.3339,-8.731108,5.068587,0.806718,1.155756,3.538014,R1
4.25538,-9.555387,3.507046,0.993407,0.736059,2.903213,R1
4.17686,-10.379665,1.945505,1.180096,0.316363,2.268412,R1
4.09834,-11.203945,0.383964,1.366784,-0.103334,1.633611,R1
4.019819,-12.028224,-1.177577,1.553473,-0.523031,0.99881,R1
4.160357,-7.662107,6.206676,1.013555,0.572612,3.834727,R1
4.609726,-9.187981,4.050343,1.182607,0.280139,3.049466,R1
5.059094,-10.713856,1.89401,1.351659,-0.012334,2.264205,R1
5.508463,-12.239731,-0.262323,1.520711,-0.304807,1.478944,R1
5.957831,-13.765605,-2.418656,1.689763,-0.59728,0.693683,R1
6.781482,-10.925102,-3.15038,1.52188,-0.900364,0.223683,R1
0.46596,-9.071085,-0.4094,0.695383,1.14663,3.993365,R1
-1.943903,-11.327172,0.875067,1.241603,0.117661,3.946908,R1
-4.353765,-13.583259,2.159534,1.787822,-0.911308,3.90045,R1
-1.962016,-10.782104,0.411121,1.799522,-1.169953,2.839696,R1
0.429733,-7.98095,-1.337291,1.811222,-1.428598,1.778942,R1
2.821482,-5.179796,-3.085704,1.822922,-1.687243,0.718188,R1
6.102732,-4.130222,-1.207917,0.942748,2.186634,3.711381,R1
5.412238,-5.15944,1.012177,1.323825,1.668403,3.467719,R1
4.721745,-6.188658,3.232272,1.704902,1.150172,3.224058,R1
4.305599,-7.136343,2.06932,1.225314,0.889754,2.446939,R1
3.889454,-8.084028,0.906368,0.745726,0.629336,1.66982,R1
3.473309,-9.031714,-0.256583,0.266138,0.368917,0.892701,R1
5.906298,-7.08414,5.782028,0.222511,1.80128,3.809431,R1
5.704759,-8.775414,4.378199,0.444755,1.219262,3.146843,R1
5.50322,-10.466686,2.974369,0.667,0.637244,2.484256,R1
5.301682,-12.15796,1.57054,0.889245,0.055227,1.821668,R1
5.100142,-13.849234,0.166711,1.111489,-0.526791,1.159081,R1
5.898345,-10.591722,-1.340303,1.115015,-0.801127,0.658554,R1
5.399524,-6.675538,5.887588,0.446959,1.485969,3.772504,R1
6.140432,-8.250763,4.83948,0.738633,0.933215,3.438186,R1
6.881341,-9.825988,3.791372,1.030306,0.380462,3.103868,R1
7.622249,-11.401213,2.743264,1.32198,-0.172292,2.76955,R1
8.363157,-12.976438,1.695156,1.613653,-0.725046,2.435231,R1
8.196955,-10.089417,0.012792,1.666082,-0.978128,1.695464,R1
5.100956,-5.462161,-3.699703,1.058427,1.322316,3.785631,R1
1.835335,-7.702597,-2.194914,1.354256,0.677279,3.47099,R1
-1.430285,-9.943033,-0.690125,1.650084,0.032241,3.156348,R1
0.439129,-9.708588,-2.0729,1.627445,-0.217596,2.331168,R1
2.308543,-9.474141,-3.455675,1.604806,-0.467434,1.505988,R1
4.177958,-9.239695,-4.838449,1.582167,-0.717271,0.680808,R1
5.910514,-4.645152,-5.038903,0.354933,2.347652,4.229962,R1
5.377804,-5.883236,-2.97151,0.621143,1.673752,3.970686,R1
4.845095,-7.121321,-0.904118,0.887353,0.999851,3.71141,R1
4.312386,-8.359406,1.163275,1.153563,0.325951,3.452133,R1
3.779676,-9.59749,3.230668,1.419773,-0.34795,3.192857,R1
3.855458,-8.298741,1.503922,1.452206,-0.455754,2.347332,R1
2.080215,-5.290885,0.176652,0.159133,1.555378,4.008801,R1
3.905665,-7.386061,0.375431,0.378793,1.093778,3.462687,R1
5.731114,-9.481236,0.57421,0.598454,0.632179,2.916574,R1
7.556563,-11.576411,0.772988,0.818114,0.170579,2.370461,R1
9.382012,-13.671587,0.971767,1.037775,-0.291021,1.824348,R1
8.881513,-10.759472,-0.589342,1.10025,-0.475545,1.235077,R1
6.974085,-3.727433,-5.617464,0.418425,2.201868,4.121754,R1
4.590569,-5.866038,-3.865887,0.789175,1.5251,3.981346,R1
2.207053,-8.004643,-2.114311,1.159924,0.848333,3.840938,R1
-0.176462,-10.143249,-0.362735,1.530673,0.171566,3.70053,R1
0.948605,-9.927996,-1.086779,1.59081,-0.031928,2.870891,R1
2.073672,-9.712742,-1.810823,1.650946,-0.235422,2.041253,R1
6.128489,-4.89665,-4.267875,0.185403,1.926478,4.106173,R1
5.505773,-6.410978,-2.336325,0.613875,1.067647,3.918607,R1
4.883056,-7.925307,-0.404775,1.042347,0.208817,3.731042,R1
4.260339,-9.439635,1.526775,1.470819,-0.650014,3.543477,R1
4.396932,-8.486674,-0.118159,1.575427,-0.794068,2.690977,R1
4.533525,-7.533714,-1.763093,1.680034,-0.938121,1.838478,R1
6.52753,-3.438807,-0.581792,1.043145,1.153425,4.530218,R2
6.661588,-3.821231,0.040051,1.34511,0.643121,4.575872,R2
6.795646,-4.203656,0.661893,1.647075,0.132818,4.621527,R2
6.929703,-4.586081,1.283736,1.94904,-0.377486,4.667182,R2
6.08348,-4.124931,-0.092876,1.860393,-0.43512,3.802306,R2
5.237257,-3.663782,-1.469489,1.771746,-0.492753,2.937431,R2
5.273621,-3.611786,-3.038609,0.953964,1.581941,4.408782,R1
3.847658,-4.854069,-1.672175,1.487167,1.044446,4.332754,R1
2.421695,-6.096352,-0.305741,2.02037,0.506951,4.256726,R1
2.663547,-6.659121,-0.7904,1.992013,0.201143,3.392615,R1
2.905398,-7.221889,-1.275059,1.963655,-0.104665,2.528504,R1
3.14725,-7.784657,-1.759719,1.935297,-0.410473,1.664392,R1
5.508356,-4.271615,-11.060711,-1.590469,4.442122,4.173212,R1
4.168322,-6.303325,-7.941376,-0.827602,3.2189,4.074529,R1
2.828288,-8.335035,-4.822042,-0.064734,1.995677,3.975846,R1
1.488254,-10.366745,-1.702707,0.698133,0.772455,3.877163,R1
0.14822,-12.398456,1.416628,1.461,-0.450768,3.778481,R1
0.666226,-11.033907,0.09035,1.621081,-0.754405,2.834123,R1
6.864738,-6.343283,5.430428,0.362943,2.205689,3.992469,R1
6.009604,-8.424835,4.943848,0.596039,1.475148,3.611529,R1
5.154469,-10.506388,4.457268,0.829136,0.744607,3.230589,R1
4.299333,-12.58794,3.970688,1.062232,0.014066,2.84965,R1
3.444198,-14.669493,3.484107,1.295329,-0.716475,2.46871,R1
4.715135,-11.376893,1.046365,1.413464,-1.088114,1.670614,R1
7.776824,-4.103713,-0.739064,-0.286822,1.976194,4.295399,R1
4.809166,-6.062385,0.654395,-0.139185,2.028599,4.154072,R1
5.143932,-8.661876,0.655347,0.293755,1.348743,3.618067,R1
5.478698,-11.261366,0.656298,0.726695,0.668886,3.082061,R1
5.813464,-13.860857,0.65725,1.159634,-0.01097,2.546055,R1
6.148231,-16.460348,0.658202,1.592574,-0.690826,2.01005,R1
10.978029,-6.240326,5.774652,-0.431094,2.097616,4.539989,R1
4.17972,-4.734048,6.121972,0.230639,2.484863,4.792266,R1
5.093795,-6.881008,5.434734,0.636689,1.894297,4.293436,R1
6.00787,-9.027967,4.747496,1.042739,1.303731,3.794606,R1
6.921945,-11.174927,4.060258,1.448789,0.713165,3.295776,R1
7.83602,-13.321886,3.37302,1.854838,0.122599,2.796946,R1
5.927978,-6.18502,-2.147926,0.945735,1.598108,4.101285,R1
3.053311,-8.476758,0.866523,1.441382,0.898867,3.959929,R1
